OTU,V41,V42,V43,V45,V44,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V93,V94
OTU3686,3.222341568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4166,225.5639098,0,0,1.828153565,0,1.048218029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3468,183.6734694,16.6481687,35.982009,23.76599634,21.22641509,10.48218029,1.278772379,4.545454545,0,3.189792663,5.208333333,43.95604396,6.980802792,2.403846154,4.901960784,45.14363885,0,9.638554217,3.311258278,0,0,0,0,8.090614887,8.403361345,2.518891688,0,6.024096386,0,0,1.078748652,4.926108374,30.66271019,25.21008403,15.0273224,8,7.54147813,71.94244604,11.23595506,0,0,1.420454545,1.445086705,0,0,0,1.447178003,1.394700139,29.19708029,1.526717557,12.13592233,0,8.976660682
OTU3210,313.641246,64.37291898,40.47976012,0,9.433962264,9.433962264,11.50895141,1.515151515,0,0,7.8125,3.663003663,1.745200698,0,1.633986928,1.367989056,0,19.27710843,0,0,0,0,0,59.87055016,9.603841537,2.518891688,1.404494382,0,11.54401154,2.60756193,0,0,0.989119683,0,0,6.4,0,0,1.123595506,6.651884701,23.35456476,1.420454545,0,0,0,4.739336493,0,0,0,7.633587786,0,24.22145329,260.3231598
OTU4222,1370.56928,2.219755827,11.994003,0,20.04716981,0,0,0,0,0,18.22916667,54.94505495,0,0,0,0,0,8568.674699,19.86754967,3.105590062,0,29.01785714,0,1.618122977,6.00240096,2.518891688,5.617977528,0,2.886002886,1036.505867,30.20496224,4.926108374,0,5.042016807,0,1.6,1.508295626,0,0,0,6.369426752,0,11.56069364,39.73509934,1.672240803,4.739336493,0,0,2.433090024,0,0,0,0
OTU2762,74.11385607,5.549389567,0,0,2.358490566,1.048218029,1.278772379,0,0,0,0,1.831501832,36.64921466,0,3.267973856,0,5.309734513,4.819277108,0,3.105590062,2.237136465,11.16071429,0,0,15.6062425,5.037783375,49.15730337,2.008032129,0,6.518904824,2.157497303,8.620689655,0.989119683,1.680672269,0,6.4,3.016591252,1.438848921,0,2.2172949,0,0,0,0,0,2.369668246,0,0,0,0,0,0,0
OTU2133,171.858217,0,0,0,0,0,1.278772379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2214,22.55639098,59.93340733,29.9850075,29.25045704,252.3584906,8.385744235,3.836317136,6.060606061,0,0,2.604166667,0,0,21.63461538,6.535947712,24.62380301,0,0,0,0,0,0,0,1.618122977,1.200480192,0,2.808988764,0,0,0,0,0,9.891196835,0,9.56284153,12.8,13.57466063,35.97122302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU897,177.2287863,1099.889012,236.8815592,195.6124314,90.80188679,473.7945493,1121.483376,406.0606061,1456.359102,673.046252,91.14583333,1390.10989,73.29842932,125,78.43137255,149.1108071,2861.946903,325.3012048,231.7880795,77.63975155,87.24832215,129.4642857,415.4929577,205.5016181,195.6782713,98.23677582,169.9438202,325.3012048,261.1832612,215.1238592,526.429342,550.4926108,609.297725,366.3865546,331.9672131,128,218.7028658,129.4964029,170.7865169,93.12638581,337.5796178,430.3977273,260.1156069,33.11258278,357.8595318,127.9620853,254.7033285,139.4700139,485.4014599,419.8473282,854.368932,176.4705882,644.524237
OTU4050,644.4683136,1220.865705,262.3688156,226.691042,247.6415094,1103.773585,1430.946292,777.2727273,2236.907731,304.6251994,716.1458333,461.5384615,462.478185,1004.807692,1181.372549,633.378933,292.0353982,2077.108434,963.5761589,500,510.0671141,1424.107143,961.2676056,614.8867314,756.302521,284.6347607,1511.235955,2066.26506,823.953824,1104.302477,984.8975189,1011.083744,2006.923838,719.3277311,689.8907104,187.2,622.9260935,956.8345324,458.4269663,1044.345898,772.8237792,1306.818182,4187.861272,132.4503311,1361.204013,445.4976303,522.431259,397.4895397,554.7445255,341.9847328,332.5242718,110.7266436,233.3931777
OTU1393,81.63265306,15.53829079,1.499250375,10.96892139,1.179245283,50.31446541,8.95140665,0,0,3.189792663,0,0,8.72600349,9.615384615,0,12.3119015,0,0,72.84768212,0,0,0,3.521126761,0,0,0,8.426966292,0,1.443001443,1.303780965,30.20496224,3.694581281,0,1.680672269,0,0,3.016591252,7.194244604,1.123595506,2.2172949,25.47770701,1.420454545,5.780346821,6.622516556,11.70568562,2.369668246,4.341534009,54.39330544,47.44525547,461.0687023,9.708737864,10.38062284,1.795332136
OTU3045,147.1535983,407.3251942,109.4452774,301.6453382,20.04716981,8.385744235,725.0639386,956.0606061,244.3890274,1092.503987,2.604166667,1.831501832,1.745200698,225.9615385,40.8496732,158.6867305,0,2.409638554,0,0,0,0,59.85915493,61.48867314,62.42496999,113.3501259,113.7640449,54.21686747,28.86002886,191.6558018,63.64617044,371.9211823,180.0197824,273.9495798,430.3278689,11.2,4.524886878,44.60431655,69.66292135,115.2993348,303.6093418,89.48863636,218.2080925,0,282.6086957,1085.308057,667.1490593,101.8131102,42.57907543,0,0,0,1.795332136
OTU3973,232.0085929,3.32963374,0,1.828153565,1.179245283,5.241090147,37.08439898,6.060606061,2.493765586,1.594896332,0,0,0,0,0,0,0,2.409638554,0,0,0,2.232142857,0,0,0,0,0,0,0,1.303780965,9.708737864,0,1.978239367,1.680672269,0,1.6,0,0,4.494382022,2.2172949,2.123142251,0,0,0,0,0,0,0,1.216545012,0,0,6.920415225,1.795332136
OTU4188,212.6745435,510.5438402,437.7811094,122.4862888,317.2169811,352.2012579,184.1432225,87.87878788,0,28.70813397,3020.833333,87.91208791,214.6596859,1341.346154,596.4052288,1380.300958,38.9380531,16.86746988,456.9536424,285.7142857,326.6219239,131.6964286,63.38028169,66.34304207,150.060024,113.3501259,626.4044944,30.12048193,50.50505051,1546.284224,1083.063646,23.39901478,272.007913,112.605042,21.8579235,4.8,10.55806938,28.77697842,46.06741573,39.9113082,252.6539278,38.35227273,14.45086705,125.8278146,127.090301,315.1658768,264.8335745,542.5383543,188.5644769,13.74045802,14.5631068,0,3.590664273
OTU3790,183.6734694,145.3940067,62.96851574,71.29798903,40.09433962,75.47169811,216.112532,27.27272727,49.87531172,7.974481659,7.8125,7.326007326,17.45200698,45.67307692,13.07189542,15.04787962,46.01769912,12.04819277,23.17880795,906.8322981,40.26845638,6.696428571,21.12676056,66.34304207,25.21008403,20.1511335,40.73033708,6.024096386,21.64502165,95.17601043,225.4584682,14.77832512,109.7922849,25.21008403,6.830601093,19.2,24.13273002,4.316546763,28.08988764,28.8248337,114.6496815,17.04545455,1.445086705,52.98013245,108.6956522,42.65402844,277.8581766,118.5495119,362.5304136,24.42748092,126.2135922,24.22145329,23.33931777
OTU3235,230.9344791,267.4805771,47.97601199,10.96892139,104.9528302,155.1362683,1.278772379,0,7.481296758,1.594896332,848.9583333,87.91208791,64.57242583,55.28846154,148.6928105,105.3351573,15.92920354,127.7108434,6.622516556,27.95031056,13.42281879,24.55357143,45.77464789,307.4433657,62.42496999,32.74559194,53.37078652,94.37751004,2310.24531,2102.998696,2032.36246,392.8571429,398.6152324,971.4285714,17.75956284,75.2,7.54147813,46.04316547,141.5730337,467.8492239,271.7622081,775.5681818,2166.184971,6.622516556,25.08361204,47.39336493,4.341534009,46.0251046,54.74452555,679.389313,38.83495146,55.3633218,77.19928187
OTU3638,1106.337272,22.19755827,1.499250375,193.7842779,18.86792453,50.31446541,54.98721228,0,82.29426434,22.32854864,5.208333333,3.663003663,47.12041885,43.26923077,0,217.5102599,8.849557522,2.409638554,6.622516556,0,0,0,0,0,0,2.518891688,2.808988764,0,0,0,0,0,0,0,1.366120219,0,0,1.438848921,161.7977528,11.0864745,2.123142251,0,0,0,0,16.58767773,353.1114327,1.394700139,85.15815085,3.053435115,70.38834951,0,0
OTU3105,988.1847476,258.6015538,115.4422789,250.4570384,251.1792453,7.337526205,1693.094629,345.4545455,967.5810474,618.8197767,88.54166667,9.157509158,24.43280977,685.0961538,40.8496732,361.1491108,378.7610619,1173.493976,410.5960265,680.1242236,40.26845638,15.625,510.5633803,200.6472492,725.090036,158.6901763,344.1011236,293.1726908,85.13708514,126.4667536,262.1359223,831.2807882,350.148368,151.2605042,262.295082,78.4,28.65761689,181.294964,87.64044944,55.43237251,401.2738854,268.4659091,127.1676301,19.86754967,349.4983278,374.4075829,54.99276411,43.23570432,17.03163017,3.053435115,0,0,12.56732496
OTU2621,3.222341568,0,1.499250375,0,0,0,0,0,0,0,0,12.82051282,0,0,3.267973856,2.735978112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3119,307.1965628,135.4051054,52.47376312,87.75137112,16.50943396,27.25366876,3.836317136,6.060606061,114.713217,28.70813397,0,38.46153846,0,4.807692308,0,1.367989056,1.769911504,2.409638554,0,0,0,0,0,0,3.601440576,0,0,4.016064257,0,0,0,0,0,0,4.098360656,0,0,4.316546763,1.123595506,0,6.369426752,1.420454545,0,0,0,0,0,0,0,0,4.854368932,0,0
OTU1308,253.49087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.400960384,5.037783375,1.404494382,8.032128514,0,0,0,0,0,0,0,0,0,0,0,0,2.123142251,0,0,0,0,0,0,0,0,0,0,0,0
OTU1320,1002.148228,0,0,0,0,0,0,0,0,0,0,9.157509158,0,0,0,0,0,0,0,0,0,0,0,4.854368932,24.00960384,0,0,156.626506,0,1159.061278,1.078748652,0,0,5.042016807,9.56284153,212.8,3.016591252,0,2293.258427,0,0,0,0,0,0,0,24.60202605,1.394700139,2.433090024,0,0,0,0
OTU3944,774.4360902,149.8335183,80.95952024,168.190128,71.93396226,112.1593291,301.7902813,460.6060606,47.38154613,84.52950558,5.208333333,206.959707,8.72600349,76.92307692,496.7320261,15.04787962,5139.823009,669.8795181,625.8278146,223.6024845,241.6107383,303.5714286,28.16901408,383.4951456,427.3709484,17.63224181,2186.797753,160.6425703,10.1010101,140.8083442,233.0097087,119.4581281,19.78239367,596.6386555,21.8579235,230.4,1265.46003,254.676259,228.0898876,15.5210643,72.18683652,18.46590909,2.89017341,0,548.4949833,485.7819905,63.67583213,9.762900976,55.96107056,9.160305344,33.98058252,6.920415225,16.15798923
OTU806,9.667024705,4.439511654,1.499250375,0,1.179245283,5.241090147,1.278772379,12.12121212,4.987531172,4.784688995,5.208333333,0,0,9.615384615,3.267973856,0,0,0,6.622516556,0,2.237136465,0,0,0,3.601440576,5.037783375,0,0,0,0,0,0,0.989119683,0,0,0,0,2.877697842,0,0,6.369426752,4.261363636,1.445086705,0,0,0,0,5.578800558,9.732360097,164.8854962,43.68932039,0,1.795332136
OTU3575,30.07518797,2.219755827,1.499250375,0,55.4245283,7.337526205,0,0,0,0,26.04166667,0,0,0,0,0,0,0,0,0,0,0,0,0,10.80432173,2.518891688,0,0,8.658008658,3.911342894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.216545012,0,0,3.460207612,3.590664273
OTU3313,259.9355532,5.549389567,0,0,61.32075472,105.870021,2.557544757,1.515151515,0,7.974481659,0,69.5970696,5.235602094,16.82692308,0,17.78385773,398.2300885,2.409638554,0,0,17.89709172,2.232142857,0,0,9.603841537,0,1.404494382,2.008032129,0,1.303780965,0,1.231527094,0,1.680672269,0,44.8,0,5.755395683,0,6.651884701,0,0,2.89017341,0,1.672240803,11.84834123,2.894356006,4.184100418,63.26034063,1.526717557,0,0,0
OTU226,40.81632653,0,5.997001499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404494382,0,0,2.60756193,1.078748652,0,0.989119683,0,0,0,0,0,0,0,2.123142251,0,0,0,0,0,0,0,0,0,0,0,0
OTU3951,31.14930183,72.14206437,11.994003,25.59414991,22.40566038,62.89308176,12.78772379,63.63636364,0,6.379585327,31.25,261.9047619,15.70680628,48.07692308,37.58169935,39.67168263,10.61946903,12.04819277,3.311258278,0,0,0,0,0,1.200480192,0,0,0,46.17604618,37.80964798,73.35490831,210.591133,264.0949555,85.71428571,42.34972678,1.6,0,2.877697842,0,0,0,0,0,0,0,2.369668246,1.447178003,0,1.216545012,30.53435115,60.67961165,10.38062284,66.42728905
OTU1909,401.7185822,722.5305216,374.8125937,332.7239488,481.1320755,936.0587002,507.6726343,351.5151515,887.7805486,437.0015949,333.3333333,465.2014652,305.4101222,271.6346154,366.0130719,831.7373461,771.6814159,351.8072289,400.6622517,583.8509317,959.7315436,31.25,440.1408451,268.6084142,515.0060024,249.3702771,254.2134831,357.4297189,132.7561328,142.1121252,651.5641855,336.2068966,526.2116716,331.092437,530.0546448,403.2,348.4162896,470.5035971,313.4831461,243.902439,518.0467091,715.9090909,252.8901734,92.71523179,431.4381271,357.8199052,575.9768452,302.6499303,607.0559611,279.389313,305.8252427,34.60207612,59.2459605
OTU3913,1387.755102,32.18645949,113.9430285,786.1060329,1627.358491,125.7861635,212.2762148,307.5757576,54.86284289,575.7575758,70.3125,278.3882784,33.15881326,43.26923077,238.5620915,203.8303694,246.0176991,1373.493976,357.615894,562.1118012,123.0425056,779.0178571,0,55.01618123,326.5306122,37.78337531,244.3820225,176.7068273,10.1010101,273.7940026,237.3247033,81.28078818,119.6834817,87.39495798,51.91256831,267.2,49.77375566,179.8561151,222.4719101,22.172949,639.0658174,26.98863636,404.6242775,125.8278146,620.4013378,1099.526066,232.9956585,527.1966527,204.379562,21.3740458,46.11650485,48.44290657,710.951526
OTU2572,250.2685285,119.8668147,76.46176912,16.45338208,70.75471698,14.67505241,19.18158568,19.6969697,29.92518703,15.94896332,0,1.831501832,1.745200698,4.807692308,0,4.103967168,79.6460177,631.3253012,225.1655629,21.73913043,13.42281879,95.98214286,144.3661972,51.77993528,121.2484994,22.67002519,165.7303371,686.746988,111.1111111,138.2007823,126.2135922,135.4679803,89.02077151,33.61344538,351.0928962,40,27.14932127,71.94244604,180.8988764,35.4767184,99.78768577,149.1477273,278.9017341,19.86754967,117.0568562,73.45971564,114.3270622,55.78800558,53.52798054,1.526717557,4.854368932,6.920415225,16.15798923
OTU3745,712.1374866,921.1986681,220.3898051,398.5374771,84.90566038,374.2138365,705.8823529,471.2121212,4980.049875,792.6634769,572.9166667,179.4871795,64.57242583,2454.326923,691.1764706,53.35157319,207.079646,756.626506,1447.019868,1854.037267,252.7964206,419.6428571,179.5774648,186.0841424,309.7238896,211.5869018,634.8314607,1375.502008,574.3145743,1757.496741,1119.7411,464.2857143,1361.028684,297.4789916,547.8142077,494.4,714.9321267,353.9568345,320.2247191,126.3858093,467.0912951,613.6363636,971.0982659,430.4635762,521.7391304,1061.611374,1869.75398,470.013947,266.4233577,62.59541985,36.40776699,3.460207612,0
OTU2766,8.592910849,63.26304107,8.995502249,1.828153565,4.716981132,22.01257862,6.393861893,0,4.987531172,3.189792663,0,0,0,0,0,0,14.15929204,7.228915663,6.622516556,167.7018634,11.18568233,354.9107143,21.12676056,0,9.603841537,0,0,10.04016064,1.443001443,0,3.236245955,7.389162562,11.8694362,3.361344538,0,0,0,1.438848921,1.123595506,2.2172949,2.123142251,2.840909091,4.335260116,0,20.06688963,9.478672986,11.57742402,0,3.649635036,3.053435115,7.281553398,0,0
OTU2989,13.96348013,3.32963374,14.99250375,0,2.358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.042253521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38062284,28.72531418
OTU3972,281.4178303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3608,6.444683136,14.42841287,2.99850075,0,5.896226415,12.57861635,14.06649616,6.060606061,22.44389027,4.784688995,13.02083333,5.494505495,1.745200698,9.615384615,13.07189542,6.83994528,5.309734513,14.45783133,19.86754967,6.211180124,8.948545861,13.39285714,17.6056338,6.472491909,18.00720288,0,16.85393258,32.12851406,7.215007215,23.46805737,11.86623517,13.54679803,25.71711177,6.722689076,5.464480874,4.8,10.55806938,4.316546763,13.48314607,6.651884701,4.246284501,17.04545455,53.46820809,0,15.05016722,2.369668246,11.57742402,4.184100418,2.433090024,6.106870229,7.281553398,3.460207612,3.590664273
OTU3301,429.6455424,27.74694784,38.98050975,9.140767824,156.8396226,29.35010482,0,0,0,0,2.604166667,5.494505495,1.745200698,0,0,0,0,4.819277108,0,0,0,0,0,8.090614887,7.202881152,0,14.04494382,6.024096386,2.886002886,73.01173403,1.078748652,12.31527094,11.8694362,80.67226891,1.366120219,4.8,3.016591252,1.438848921,0,11.0864745,4.246284501,26.98863636,24.56647399,6.622516556,21.73913043,73.45971564,18.81331404,2.789400279,69.34306569,103.8167939,0,0,0
OTU3970,373.7916219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4361,607.9484425,160.9322974,85.45727136,254.1133455,227.5943396,361.6352201,37.08439898,4.545454545,2.493765586,4.784688995,28.64583333,32.96703297,43.63001745,12.01923077,29.41176471,54.71956224,0,2.409638554,0,12.42236025,0,0,52.81690141,29.12621359,37.21488595,2.518891688,1.404494382,2.008032129,1.443001443,1.303780965,0,0,0,3.361344538,0,1.6,1.508295626,7.194244604,8.988764045,39.9113082,2.123142251,22.72727273,41.90751445,172.1854305,26.75585284,9.478672986,1.447178003,1.394700139,4.866180049,250.3816794,313.1067961,0,0
OTU2786,133.1901182,347.3917869,68.96551724,38.39122486,51.88679245,28.30188679,381.0741688,378.7878788,1880.299252,215.3110048,122.3958333,238.0952381,62.82722513,221.1538462,455.8823529,789.3296854,12.38938053,0,3.311258278,0,0,2.232142857,637.3239437,469.2556634,382.9531813,264.4836272,1619.382022,1204.819277,196.2481962,212.5162973,193.0960086,62.80788177,110.7814045,168.0672269,1049.180328,81.6,1241.3273,1405.755396,143.8202247,372.5055432,233.5456476,365.0568182,348.265896,13.24503311,160.5351171,71.09004739,195.3690304,44.63040446,66.90997567,35.11450382,36.40776699,0,21.54398564
OTU2904,422.1267454,16.6481687,2.99850075,10.96892139,148.5849057,26.20545073,54.98721228,21.21212121,7.481296758,23.92344498,7.8125,29.3040293,29.66841187,2.403846154,3.267973856,0,38.9380531,2920.481928,9.933774834,0,2.237136465,397.3214286,3.521126761,252.4271845,22.80912365,25.18891688,203.6516854,8.032128514,54.83405483,126.4667536,429.3419633,19.7044335,5.934718101,20.16806723,2.732240437,486.4,648.5671192,132.3741007,13.48314607,11.0864745,2.123142251,5.681818182,8.670520231,19.86754967,130.4347826,52.13270142,7.235890014,46.0251046,52.31143552,745.0381679,4.854368932,6.920415225,2701.974865
OTU3148,659.5059076,31.07658158,265.3673163,180.9872029,143.8679245,236.8972746,322.2506394,237.8787879,187.032419,7.974481659,161.4583333,434.0659341,165.7940663,36.05769231,31.04575163,60.19151847,88.49557522,86.74698795,43.04635762,24.8447205,62.63982103,6.696428571,165.4929577,92.23300971,733.4933974,78.08564232,174.1573034,1204.819277,41.84704185,53.45501956,139.1585761,27.09359606,158.2591494,119.3277311,140.7103825,134.4,138.7631976,57.55395683,108.988764,53.21507761,135.881104,51.13636364,119.9421965,26.49006623,128.7625418,350.7109005,46.30969609,171.5481172,1655.717762,97.70992366,24.27184466,44.98269896,138.2405745
OTU2455,96.67024705,452.8301887,245.8770615,100.5484461,113.2075472,475.8909853,15.34526854,21.21212121,144.638404,9.56937799,106.7708333,7.326007326,57.59162304,26.44230769,32.67973856,91.65526676,58.40707965,31.3253012,43.04635762,9.316770186,17.89709172,0,7.042253521,6.472491909,6.00240096,0,11.23595506,12.04819277,47.61904762,23.46805737,43.14994606,64.03940887,113.7487636,28.57142857,25.95628415,4.8,69.38159879,27.3381295,79.7752809,11.0864745,19.10828025,11.36363636,7.225433526,6.622516556,23.41137124,56.87203791,33.28509407,57.18270572,47.44525547,369.4656489,1225.728155,183.3910035,371.6337522
OTU4161,134.264232,139.8446171,50.97451274,43.87568556,25.94339623,25.1572327,58.82352941,30.3030303,64.83790524,9.56937799,5.208333333,109.8901099,3.490401396,7.211538462,3.267973856,31.46374829,40.7079646,2.409638554,3.311258278,0,2.237136465,0,14.08450704,6.472491909,8.403361345,2.518891688,2.808988764,16.06425703,24.53102453,7.822685789,17.25997843,32.01970443,35.60830861,10.08403361,5.464480874,11.2,269.984917,86.33093525,1.123595506,17.7383592,14.86199575,12.78409091,11.56069364,0,1.672240803,33.17535545,10.13024602,2.789400279,12.16545012,33.58778626,46.11650485,44.98269896,301.6157989
OTU3839,243.8238453,82.13096559,190.4047976,29.25045704,277.1226415,84.90566038,4030.690537,378.7878788,142.1446384,1996.810207,7.8125,120.8791209,113.4380454,7.211538462,80.06535948,12.3119015,1086.725664,346.9879518,864.2384106,68.32298137,2.237136465,82.58928571,3.521126761,158.5760518,7.202881152,5.037783375,80.05617978,4.016064257,0,7.822685789,16.18122977,25.86206897,5.934718101,100.8403361,64.20765027,1888,61.84012066,143.8848921,1.123595506,84.25720621,40.33970276,17.04545455,17.34104046,13.24503311,672.2408027,2779.620853,91.17221418,225.9414226,42.57907543,13.74045802,0,3.460207612,0
OTU2404,299.6777658,1.109877913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.622516556,0,0,0,0,0,0,0,0,0
OTU3427,198.7110634,32.18645949,1.499250375,1.828153565,152.1226415,0,2.557544757,0,0,0,0,18.31501832,0,2.403846154,0,1.367989056,0,113.253012,238.410596,24.8447205,2.237136465,0,144.3661972,231.3915858,96.03841537,27.70780856,412.9213483,694.7791165,209.2352092,809.6479791,627.8317152,2419.950739,145.4005935,643.697479,532.7868852,187.2,48.26546003,1356.834532,62.92134831,113.0820399,458.5987261,863.6363636,2015.895954,0,5.016722408,4.739336493,7.235890014,6.973500697,2.433090024,242.7480916,97.08737864,0,0
OTU2308,256.7132116,264.1509434,89.95502249,45.70383912,49.52830189,113.2075472,34.52685422,60.60606061,12.46882793,3.189792663,10.41666667,3.663003663,3.490401396,84.13461538,186.2745098,51.98358413,56.63716814,142.1686747,26.49006623,1229.813665,194.6308725,42.41071429,70.42253521,69.57928803,121.2484994,30.22670025,429.7752809,46.18473896,303.030303,131.6818774,1077.669903,257.3891626,169.1394659,89.07563025,8.196721311,49.6,37.70739065,67.62589928,25.84269663,2.2172949,2.123142251,28.40909091,5.780346821,13.24503311,20.06688963,11.84834123,37.62662808,48.81450488,19.46472019,6.106870229,53.39805825,0,34.11131059
OTU4399,241.6756176,183.1298557,106.4467766,25.59414991,115.5660377,236.8972746,153.4526854,522.7272727,29.92518703,244.0191388,85.9375,76.92307692,64.57242583,60.09615385,202.6143791,24.62380301,361.0619469,1400,953.6423841,186.3354037,26.84563758,1136.160714,35.21126761,1508.090615,104.4417767,130.9823678,231.741573,48.19277108,5.772005772,41.72099087,25.88996764,130.5418719,52.42334322,110.9243697,20.49180328,2753.6,1274.509804,146.7625899,26.96629213,541.0199557,21.23142251,14.20454545,5.780346821,46.35761589,168.8963211,864.92891,180.8972504,253.8354254,119.2214112,244.2748092,9.708737864,13.84083045,105.9245961
OTU3206,493.0182599,33.2963374,83.95802099,180.9872029,95.51886792,25.1572327,25.57544757,24.24242424,29.92518703,35.0877193,65.10416667,98.9010989,15.70680628,629.8076923,163.3986928,84.81532148,376.9911504,38.55421687,195.3642384,152.173913,149.8881432,435.2678571,0,67.96116505,7.202881152,5.037783375,98.31460674,2.008032129,7.215007215,131.6818774,239.4822006,11.08374384,45.49950544,31.93277311,9.56284153,57.6,203.6199095,112.2302158,501.1235955,82.03991131,320.5944798,59.65909091,289.017341,26.49006623,102.006689,187.2037915,46.30969609,55.78800558,4.866180049,38.16793893,99.51456311,20.76124567,317.7737882
OTU3452,137.4865736,36.62597114,100.4497751,45.70383912,150.9433962,172.9559748,0,1.515151515,0,0,7.8125,27.47252747,27.92321117,72.11538462,63.7254902,640.2188782,0,0,0,0,0,6.696428571,7.042253521,169.9029126,1.200480192,0,0,0,14.43001443,35.20208605,47.46494067,64.03940887,37.58654797,42.01680672,2.732240437,1.6,6.033182504,10.07194245,1.123595506,0,0,1.420454545,1.445086705,0,0,0,0,0,2.433090024,6.106870229,4.854368932,0,5.385996409
OTU4276,349.0870032,145.3940067,4.497751124,31.0786106,867.9245283,286.163522,44.75703325,2778.787879,19.95012469,79.74481659,0,49.45054945,3.490401396,62.5,6.535947712,0,0,0,6.622516556,0,0,0,3.521126761,1.618122977,48.01920768,0,0,24.09638554,0,6.518904824,822.0064725,3.694581281,262.1167161,18.48739496,1.366120219,0,3.016591252,1.438848921,20.2247191,11.0864745,38.21656051,11.36363636,0,0,1.672240803,9.478672986,5.788712012,5.578800558,0,0,0,0,0
OTU2479,82.70676692,113.2075472,44.97751124,43.87568556,33.01886792,54.50733753,263.42711,204.5454545,236.9077307,106.8580542,0,5.494505495,97.73123909,28.84615385,117.6470588,24.62380301,0,36.14457831,59.60264901,400.621118,17.89709172,4.464285714,0,1.618122977,3.601440576,0,0,2.008032129,115.4401154,27.37940026,90.61488673,40.64039409,96.93372898,13.44537815,5.464480874,1.6,0,1.438848921,22.47191011,24.3902439,8.492569002,9.943181818,2.89017341,0,50.16722408,87.67772512,28.94356006,32.07810321,53.52798054,15.26717557,87.37864078,38.06228374,12.56732496
OTU2764,461.8689581,8.879023307,44.97751124,5.484460695,75.47169811,0,26.85421995,36.36363636,0,0,2.604166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78748652,3.694581281,0,31.93277311,0,16,0,56.11510791,0,0,0,0,1.445086705,0,0,0,0,0,0,0,0,0,0
OTU3334,156.820623,28.85682575,20.98950525,9.140767824,82.54716981,183.4381551,0,0,0,0,5.208333333,0,0,0,0,0,56.63716814,26.5060241,62.91390728,279.5031056,62.63982103,325.8928571,66.90140845,642.394822,408.1632653,176.3224181,415.7303371,289.1566265,106.7821068,104.3024772,245.9546926,93.59605911,75.17309594,53.78151261,9.56284153,8,27.14932127,153.9568345,1.123595506,0,0,0,0,0,0,0,5.788712012,1.394700139,13.38199513,6888.549618,152.9126214,38.06228374,57.45062837
OTU1954,303.9742213,455.0499445,218.8905547,179.1590494,229.9528302,383.6477987,739.1304348,569.6969697,615.9600998,459.3301435,125,227.1062271,326.3525305,247.5961538,266.3398693,432.2845417,265.4867257,224.0963855,248.3443709,1307.453416,720.3579418,60.26785714,309.8591549,234.6278317,392.5570228,178.8413098,450.8426966,684.7389558,363.6363636,230.7692308,600.8629989,232.7586207,298.7141444,179.8319328,334.6994536,196.8,159.8793363,185.6115108,230.3370787,270.5099778,543.5244161,751.4204545,221.0982659,99.33774834,936.4548495,587.6777251,668.5962373,414.2259414,881.9951338,424.4274809,441.7475728,152.2491349,192.1005386
