OTU_number,Kingdom,Phylum,Class,Order,Family,Genus,Species,V41,V42,V43,V45,V44,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94
OTU360,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3585,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,Lecanora_dispersa_SH1527984.08FU,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1238,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,NA,287,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,2,453,82,0,15,0,0,1,0,0,1,18,8,5,2,1,55,32,0,0,0,0,0,0,0,1,1,1,0,0,0,0
OTU1053,Fungi,NA,NA,NA,NA,NA,NA,24,0,6,5,10,18,19,6,1,122,1,0,0,0,0,0,2,2,40,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,21,0,0,0,0,6,1,0,0,0
OTU3387,Fungi,NA,NA,NA,NA,NA,NA,2,0,1,4,4,60,9,4,0,0,0,8,0,1,23,1,53,18,8,1,4,0,0,9,410,3,0,2,9,2,616,3,9,11,2,19,13,4,3,2,2,0,38,1,4,16,34,12,727,9,3,0,2,5
OTU3971,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,86,14,1,12,7,83,0,0,0,0,3,3,0,0,0,1,0,0,0,4,184,2,2,4,15,10,30,25,0,0,15,0,0,0,0,0,0,1,34,10,50,22,2,0,0,30,7,1,2,0,0,0,0,0
OTU4255,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,NA,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,2,1,3,4,9,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU349,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,unidentified,unidentified,Lobulomycetales_sp_SH1647252.08FU,1,1,0,2,0,0,2,1,8,2,0,0,3,0,0,6,0,0,0,2,1,0,1,4,0,0,0,1,2,1,17,1,15,1,0,0,0,0,18,0,1,4,0,0,4,2,8,2,0,0,0,0,0,0
OTU3639,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,55,9,32,3,24,205,55,96,6,2,6,3,10,62,37,17,1,0,0,0,2,0,2,1,0,1,6,1,81,130,38,1,21,16,7,6,2,5,0,3,6,4,554,0,10,1,2,16,6,144,19,0,32,23
OTU4058,Fungi,NA,NA,NA,NA,NA,NA,577,275,129,60,240,872,375,350,27,171,160,800,76,41,140,93,739,3237,146,78,24,197,20,4869,212,68,454,43,23,111,110,214,49,97,68,1703,706,321,134,956,35,51,58,12,340,699,265,490,380,5303,130,2,206,805
OTU2800,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp_SH2701924.08FU,12,7,0,0,1,0,166,6,0,1,0,0,0,0,0,0,52,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3,3,0,55,1,2,0,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0
OTU3494,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,119,204,144,81,49,461,217,115,374,42,58,161,53,55,190,193,68,47,45,4,120,0,91,26,107,34,155,138,66,84,96,221,348,55,104,41,354,70,139,11,13,121,76,2,68,19,229,82,324,111,187,0,40,229
OTU3341,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp_SH1643337.08FU,42,4,1,11,3,85,20,0,1,36,8,0,145,0,0,4,0,472,2,6,3,8,1,13,49,100,39,10,4,647,461,1356,292,10,86,3,2,8,262,7,19,9,16,60,118,40,45,85,176,3,0,0,0,0
OTU3615,Fungi,NA,NA,NA,NA,NA,NA,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
OTU3840,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora_SH1525086.08FU,106,161,94,93,327,2664,118,252,250,295,279,337,1341,56,632,356,381,14,30,27,83,33,23,133,828,30,167,7,41,215,378,90,133,189,130,200,127,63,155,189,48,61,881,15,36,111,128,386,626,14,30,0,1,7
OTU770,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA,69,171,86,194,70,95,182,67,27,142,7,6,7,13,11,154,20,1,3,5,0,1,0,3,1,0,1,2,229,174,386,294,442,54,21,4,6,8,496,82,29,55,31,0,6,4,8,1,3,133,364,0,200,469
OTU3211,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp_SH1646254.08FU,49,8,10,8,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,81,4,218,223,22,71,49,1,0,10,3,0,7,2,1,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU3697,Fungi,Ascomycota,NA,NA,NA,NA,NA,146,28,82,2,102,53,1472,394,4,705,26,511,153,6,148,11,333,761,15,17,9,109,2,59,41,20,42,3,1,64,40,108,12,284,21,5253,213,488,113,633,68,8,35,2,1488,610,24,401,52,49,1,0,1,7
OTU2007,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA,112,219,43,63,79,204,207,108,56,104,8,13,82,23,59,114,44,39,42,921,112,11,21,22,91,20,68,72,175,102,250,111,99,31,20,8,7,8,52,17,61,81,77,11,176,91,140,118,230,132,102,0,17,48
OTU1880,Fungi,Ascomycota,NA,NA,NA,NA,NA,36,6,0,2,30,4,8,12,148,19,0,371,65,1,7,4,6,0,0,0,9,5,1,1,2,6,1,0,0,91,42,3,3,7,0,5,0,2,30,9,1,0,2,0,2,5,4,37,5,0,0,0,0,0
OTU689,Fungi,NA,NA,NA,NA,NA,NA,56,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,11,5,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0
OTU3856,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp_SH1514525.08FU,169,4,20,9,35,48,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,11,0,18,4,13,59,1,3,0,0,0,2,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU3451,Fungi,Ascomycota,NA,NA,NA,NA,NA,216,75,16,484,124,34,15,6,208,66,0,54,1,0,1,0,28,1,0,4,1,2,0,3,22,0,11,0,0,4,134,25,3,44,0,48,1,6,2,0,3,1,0,2,2,6,5,13,33,0,0,0,0,0
OTU3227,Fungi,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,225,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2816,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,4,10,0,2,3,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,8,0,5,2,0,5,1,0,3,0,3,0,2,1,0,0,0,6,1,0,2,2,0,0,0,1,7,0,2,45
OTU1827,Fungi,NA,NA,NA,NA,NA,NA,93,9,6,11,3,11,18,25,4,18,4,1,6,3,6,22,0,0,0,1,1,0,0,9,1,0,3,19,4,16,11,4,9,1,4,0,5,1,21,2,13,7,3,0,0,4,13,1,4,0,0,0,0,0
OTU174,Fungi,NA,NA,NA,NA,NA,NA,46,13,7,5,26,17,6,37,1,84,0,21,0,1,1,3,0,7,4,0,2,2,0,0,6,1,12,1,0,1,4,9,19,7,4,9,4,7,3,2,7,3,51,0,2,0,0,2,17,22,3,0,5,0
OTU4339,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Heteroconium,Heteroconium_sp_SH1516397.08FU,4,0,2,4,13,1,47,87,4,69,0,18,2,0,0,0,51,0,0,1,0,0,0,16,71,2,0,1,0,26,68,8,5,11,8,181,6,49,8,72,14,0,70,0,0,15,2,3,6,1,0,0,0,0
OTU1965,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH1527406.08FU,18,16,0,0,4,7,25,1,0,19,11,5,35,0,22,1,42,12,2,0,14,3,4,4,21,0,4,8,0,0,4,0,23,6,1,14,9,14,9,1,4,0,6,0,11,6,58,54,193,66,0,1,1,5
OTU2714,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,60,98,27,65,12,89,84,90,107,31,31,13,6,5,18,41,63,6,12,184,12,2,17,16,37,15,53,28,14,57,21,13,50,4,41,13,118,26,147,34,21,81,31,3,99,63,125,37,70,24,52,0,10,79
OTU1801,Fungi,NA,NA,NA,NA,NA,NA,408,210,21,44,370,95,36,44,118,9,13,231,61,35,34,100,181,42,6,150,174,88,6,186,234,20,233,130,184,111,1560,140,101,142,25,325,31,110,188,38,59,74,32,23,139,52,138,82,121,21,2,0,2,10
OTU773,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH3317890.08FU,14,11,0,3,11,144,43,111,0,17,1,12,2,1,0,4,14,1,5,0,26,1,0,1,0,2,19,3,0,0,1,0,0,1,5,3,2,1,1,0,2,0,0,3,14,7,18,17,24,1,0,0,0,0
OTU3382,Fungi,NA,NA,NA,NA,NA,NA,22,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3207,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,NA,277,754,390,230,201,976,89,71,355,64,97,6,49,43,34,202,23,0,1,1,0,0,28,17,19,5,11,19,3,1,0,1,0,1,110,15,21,59,57,19,30,239,22,1,51,121,415,54,112,3,3,0,1,6
OTU965,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,NA,107,653,190,101,75,384,1200,278,554,246,33,206,39,70,39,133,415,133,118,20,25,21,75,13,27,6,26,28,302,397,361,364,617,156,178,39,22,51,101,40,80,746,1559,1,173,69,151,127,495,909,1332,2,239,1710
OTU3319,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,130,294,17,2,25,41,512,54,12,18,8,381,17,4,32,8,109,473,21,3,3,96,2,218,207,230,54,7,3,7,27,5,9,19,3,224,999,186,15,41,1,8,99,0,114,115,13,61,91,271,8,1,6,40
OTU3116,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta_sp_SH1572511.08FU,21,0,1,25,11,39,22,17,1,6,0,0,0,0,3,0,2,0,0,2,3,0,0,0,10,0,6,0,0,0,10,0,0,0,1,31,3,0,0,10,0,0,0,3,8,7,5,187,83,1,0,0,0,0
OTU2703,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA,406,636,220,114,178,133,209,206,931,117,122,212,82,197,488,1115,16,17,4,2,0,4,678,1233,1270,435,4145,3382,403,860,609,141,292,173,1610,93,1156,1288,355,396,240,696,651,2,296,105,245,78,95,41,25,0,5,35
OTU3547,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,57,13,21,225,23,6,14,16,1,3,314,4,73,29,0,200,4,0,0,0,6,0,0,0,1,2,6,3,0,5,11,0,20,2,0,0,2,14,7,0,4,0,2,0,0,5,15,4,7,46,70,0,0,6
OTU304,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,Sonoraphlyctis_ranzonii_SH1647062.08FU,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3766,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,4,4,2,2,1,5,7,8,5,0,2,0,1,0,5,2,1,7,0,0,2,1,2,3,1,0,5,6,3,5,6,4,15,1,1,2,1,4,3,4,0,2,21,0,11,1,2,3,3,1,0,0,0,3
OTU1833,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH1554335.08FU,17,28,3,18,5,45,2,0,3,0,0,0,0,0,0,1,2,4,18,1,1,0,3,2,8,1,2,12,23,22,105,53,50,21,2,0,1,2,0,0,0,0,0,0,2,1,20,4,5,4,5,0,0,0
OTU2842,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3583,Fungi,Ascomycota,Dothideomycetes,Venturiales,unidentified,unidentified,Venturiales_sp_SH1648119.08FU,4,2,1,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3733,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1701,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Absidia,Absidia_glauca_SH1558060.08FU,58,12,6,10,6,7,14,25,3,36,3,1,5,3,3,27,1,1,1,0,10,0,0,12,4,1,2,14,1,3,4,6,11,1,11,5,23,4,28,3,22,12,2,0,4,1,17,2,5,0,1,0,0,0
OTU3510,Fungi,NA,NA,NA,NA,NA,NA,4,4,1,52,0,46,0,7,29,12,3,147,2,345,450,174,1,1,2,0,5,0,0,0,0,0,0,2,7,11,2,0,11,0,2,1,5,0,2,1,0,0,0,1,0,0,2,2,17,0,0,0,0,0
OTU3410,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_sporulosa_SH1563550.08FU,14,6,13,15,10,56,0,3,0,0,11,20,0,1,0,12,0,74,5,11,2,441,0,0,1,2,0,0,147,119,98,106,203,78,6,1,6,5,9,1,1,10,186,0,17,0,0,1,0,75,25,0,4,14
OTU2499,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp_SH1597917.08FU,25,0,4,0,13,5,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU465,Fungi,NA,NA,NA,NA,NA,NA,47,23,15,2,33,24,17,28,0,0,0,1,0,0,0,0,0,1,0,1,6,3,2,1,27,12,7,0,4,7,13,11,8,13,1,1,1,8,2,2,3,3,1,0,1,0,0,1,0,2,0,0,0,0
OTU2769,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_psalliotae_SH1524440.08FU,18,2,0,0,3,1,0,0,0,0,1,1,0,3,3,7,0,0,0,0,0,0,0,0,0,0,17,14,0,5,0,1,0,2,0,1,7,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
OTU712,Fungi,Basidiomycota,Agaricomycetes,Corticiales,NA,NA,NA,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2031,Fungi,Rozellomycota,NA,NA,NA,NA,NA,4,116,10,37,1,25,23,37,108,12,0,0,1,37,1,24,46,1,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,66,1,1,2,0,0,2,49,5,0,0,0,1,0,8,0,1,0,0,4
OTU2923,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,Onygenales_sp_SH1559665.08FU,17,27,2,1,1,33,5,27,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,2,6,2,6,4,664,1,8,1,0,0,15,3,4,24,6,0,1,3,13,1,3,1,17,0,1,11
OTU251,Fungi,NA,NA,NA,NA,NA,NA,7,2,0,2,0,7,0,0,1,0,3,0,0,0,0,0,1,0,3,0,1,0,0,3,0,0,3,2,5,1,7,4,10,1,1,0,0,0,0,0,0,0,0,1,1,0,6,2,11,1,0,0,0,0
OTU661,Fungi,NA,NA,NA,NA,NA,NA,17,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,22,0,0,0,0
OTU598,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,64,89,33,141,22,106,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,9
OTU3640,Fungi,Ascomycota,NA,NA,NA,NA,NA,85,46,393,30,131,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,31,73,10,20,571,61,349,73,5,29,0,0,2,6,0,0,9,3,4,0,0,0,0,0,10,0,0,0,0,0
OTU594,Fungi,NA,NA,NA,NA,NA,NA,2,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,0,2,3,100,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4251,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_pseudoamericana_SH1641282.08FU,122,56,1,2,101,3,0,1,0,0,0,19,18,0,1,16,3,0,3,0,4,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
OTU4104,Fungi,NA,NA,NA,NA,NA,NA,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3975,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,36,13,110,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2459,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,39,96,12,10,25,34,77,60,182,32,4,6,4,5,108,18,60,57,27,91,13,4,26,5,17,3,12,30,55,52,67,182,156,22,149,15,36,26,24,9,20,111,87,3,180,34,193,144,100,8,13,2,2,9
OTU879,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi_sp_SH1242218.08FU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
OTU2496,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_sp_SH1541945.08FU,9,1,0,0,0,0,0,12,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,74,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU4388,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,NA,57,7,7,26,26,369,2,0,0,0,0,24,3,0,4,0,13,2,0,3,82,1,1,5,77,2,6,1,0,1,64,1,1,5,0,3,3,3,32,47,0,1,9,39,73,100,105,98,124,1,0,0,0,0
OTU3843,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,NA,45,132,56,8,28,89,138,30,78,20,45,261,6,5,13,4,45,34,17,3,3,27,0,0,2,1,8,0,7,6,20,14,46,17,511,19,127,60,22,5,28,16,312,0,22,14,21,881,89,747,979,1,73,1072
OTU2639,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA,108,244,22,25,14,13,65,22,35,30,11,14,17,14,83,108,7,9,7,89,25,15,4,11,52,63,80,40,46,44,60,105,318,64,90,5,3,30,134,16,107,107,50,1,6,12,8,15,10,21,34,0,15,36
OTU4487,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp_SH1554709.08FU,4,9,0,24,0,1,2,10,10,10,0,1,0,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU244,Fungi,NA,NA,NA,NA,NA,NA,29,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3917,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp_SH1237137.08FU,45,128,5,15,0,18,200,55,1,0,633,0,0,0,0,0,0,0,20,5,0,0,0,8,20,54,1,0,0,582,184,5,2,5,7,15,20,14,61,10,17,156,398,0,81,350,24,241,19,0,0,0,0,0
OTU4157,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA,35,54,8,2,9,4,17,7,60,5,0,1,0,1,0,2,34,62,34,35,21,3,32,23,93,11,40,189,1,0,3,7,6,8,54,11,25,24,6,4,12,72,34,0,18,2,2,3,2,1,0,0,0,0
OTU1247,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,unidentified,unidentified,Rhizophydiales_sp_SH1542662.08FU,25,219,4,7,8,0,0,7,15,0,1,19,0,17,0,0,0,0,0,0,21,1,5,4,33,4,56,3,18,0,9,50,43,9,0,12,3,1,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU3885,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales_sp_SH1523876.08FU,68,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3139,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,166,686,77,82,77,128,1277,19,30,39,832,92,20,17,77,32,191,3368,169,2293,134,529,141,1816,878,391,1757,396,879,2298,3026,905,5643,4407,124,2969,461,376,947,1691,595,974,1179,152,3681,339,138,311,859,3363,376,3,99,190
OTU3820,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1453,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,Agaricales_sp_SH1647016.08FU,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU4454,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,unidentified,Chaetosphaeriaceae_sp_SH1564880.08FU,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,71,0,0,0,0,3,0,0,0,10,38,0,0,74,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU1232,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,unidentified,unidentified,Rhizophydiales_sp_SH1542662.08FU,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,6,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3356,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,unidentified,NA,150,19,279,67,122,828,173,24,55,60,17,0,213,5,9,133,7,0,0,0,0,0,0,4,24,1,17,25,0,2,6,0,20,4,26,0,0,3,2,2,1,0,0,0,0,0,24,0,0,37,94,0,2,48
OTU4173,Fungi,Ascomycota,NA,NA,NA,NA,NA,40,1,12,4,6,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,103
OTU3239,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraplosphaeria,NA,27,10,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1570,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Cotylidia,Cotylidia_carpatica_SH1574338.08FU,29,132,0,0,0,0,10,0,17,1,5,2689,4,0,1,32,2,0,1,1,1,0,4,1,42,9,256,10,3,267,93,1,0,0,15,2,0,1,21,4,0,48,10,1,15,2,52,102,108,1,0,0,0,0
OTU2629,Fungi,NA,NA,NA,NA,NA,NA,166,0,1,6,1317,0,0,0,0,1,0,47,0,2,3,17,0,0,0,1,26,0,0,1,3,0,112,12,0,15,34,0,1,0,0,1,0,0,0,1,1,6,0,0,0,1,3,6,6,0,0,0,0,0
OTU684,Fungi,NA,NA,NA,NA,NA,NA,1,4,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU1778,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_carpini_SH1519934.08FU,28,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
